C1,C2,C3,C4,C5,C6,C7,C8,C13,C18,C23,C9,C19,C14,C24,C10,C15,C20,C25,C15,C11,C16,C21,C26,C12,C17,C22,C27,,,
P54764,,F,F,T,F,P54764,Ammon's horn*,Blood - CD4+ large granular lymphocyte*,"Blood - Erythroid progenitors,B cells,lymphoblastoid cells*",Bone marrow - Endothelial progenitor,Brain - Cerebral cortex*,"Brain - Dorsolateral prefrontal cortex,frontal cortex,primary visual cortex,middle temporal gyrus,postcentral gyrus,prefrontal cortex,caudate nucleus,superior frontal gyrus,temporal lobe,cerebral cortex,cerebellum,occipital lobe,entorhinal cortex*","Brain - Frontal,superior frontal gyrus",Brodmann area 23,Brodmann area 23,Eye - Palpebral conjunctiva,"Heart - Endothelium,R atrial appendage myocytes,L ventricular free wall",Intestine - Terminal illeum,Lung,Lung - Microvascular endothelium*,Nasopharynx*,Spinal cord,Spleen,Testis,Testis,Thyroid*,,,,
P56159,,F,F,T,F,P56159,"Brain - Diencephalon and caudate nucleus,*",Cartilage - Chondrogenic progenitor cells and cartilage cells,Colon*,"Colon - Ascending,terminal ileum,and sigmoid*",Colon - Sigmoid,Fallopian tube*,Female gonad,Female gonad,Heart,Kidney - Hepatocyte and hepatic mucosa cells*,Liver*,Liver,Liver,Nerve - Trigeminal ganglion,Skin - Dermal papilla cells and dermal papilla*,Skin - Fibroblasts,Spinal cord,Spinal cord -  dorsal root ganglion,Synovium - Synovial fibroblasts,Thyroid*,Umbilical cord - Vein - Vascular endothelial cells (HUVEC),,,
P56373,,F,F,T,F,P56373,Adipose tissue - Omental,Amniotic fluid*,Blood - Lymphoblastoid cells*,Blood - Peripheral blood CD4+ T-large granular lymphocyte,"Colon - Rectum,cecum",Growth plate,Heart*,Heart*,Liver,Liver - Portal triad (portal tract)*,Lung,Muscle - Skeletal - Myotubes*,Ovary,Placenta,Testis*,Testis*,Tonsil - Tonsillar CD8+ resting T-cells,,,,,,,
P61073,,F,F,T,F,P61073,Adrenal gland,Blood*,"Blood - Eosinophil granulocytes,peripheral - CD4+ resting T-cells,granulocytes (polymorphonuclear leukocytes),B-cells*","Blood - Peripheral - T-lymphocytes - CD8+ and CD4+,neutrophils,lymphoblastoid cells,natural killer (NK) lymphocytes*",Bone marrow,Bone marrow,Bone marrow,Bone marrow - CD4+ T-cells,Brain - Diencephalon*,Breast - Epithelium of mammary gland,"Colon - Terminal ileum,ascending,sigmoid*",Heart - Middle septum,Kidney,Lung,Lymph node - CD4+ T-cells*,Spleen*,Spleen,Synovial fluid - Mononuclear cells,Testis,Thrombus derived leukocytes,Appendix - Vermiform *,,,
P63096,,F,F,T,F,P63096,Blood - Peripheral - T-lymphocytes (naïve) - CD3+CD4+CD8+-CD4+5RA+CD62L+,Bone marrow - Endothelium progenitor cells,Female gonad,Growth plate,Heart - Microvascular endothelial cells*,Kidney - Metanephros*,Lung*,Lung - Cuboidal alveolar type 2 cells (AT2)*,Lung - Microvascular endothelial cells*,Lung - Visceral pleura,Nasopharynx,Thyroid - Epithelial cells,Tongue - Squamous epithelium cells*,Umbilical cord - Blood - naïve T-lymphocytes - CD3+CD4+CD8+-CD4+5RA+CD62L+,Uterus - Endometrium,Uterus - Endometrium,Uterus - Myometrium*,,,,,,,
P78552,,F,F,T,F,P78552,Adrenal gland,Adrenal gland,Airway - Bronchial - Muscle cells,"Blood - Lymphoblastoid cells,T-lymphocytes - CD8+,and macrophages - CD14+*",Blood - Monocyte derived macrophage*,Blood - neutrophil granulocyte,Brain - Diencephalon*,Colon,Female gonad,Heart - Middle septum and microvascular - Endothelial cells*,Intestine - Mucosal cells,Intestine - Small*,Liver*,Liver,Lung,Lung - Visceral pleura and parietal pleura*,Skin - Epidermal Langerhans cells*,Thoracic mammary gland,Thyroid - Epithelial cells,Tongue - Tongue squamous epithelium cells,Umbilical cord - Umbilical artery endothelium cells,,,
Q01113,,F,F,T,F,Q01113,Adrenal medulla,Amniotic fluid,Blood - Peripheral - CD4+ stem cells memory T-cells*,Blood - Peripheral - Helper (CD4+ effector) T-cells*,"Blood - Peripheral - Mononuclear cells (PBMC),hematopoietic stem and progenitor cells - CD34+,T-lymphocytes,leukocytes,monocytes - CD14+,and macrophages - CD14+*",Colon,Liver - Portal triad,Muscle - Skeletal - Myotubes and vastus lateralis*,Salivary gland,Tonsil - CD8+ resting T-cells,,,,,,,,,,,,,,
Q01344,,F,F,T,F,Q01344,Airways - Bronchial epithelial cells*,"Airways - nasopharynx,pharynx,bronchiolar (small airway) epithelium cells,tracheal epithelium cells,large airway epithelium cells*",Blood,Blood - Granulocyte (polymorphonuclear leukocyte)*,"Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+,lymphoblastoid cells,B-lymphocytes,T-lymphocytes - CD4+*",Bone - Trabecular bone tissue,Bone marrow*,Bone marrow - Lymphoid tissue,Bone marrow - Plasma cells,Eye - Optic nerve head - Astrocytes*,Heart - Microvascular - Endothelial cells,Lung*,Lung,Lung,Lung - Microvascular - Endothelial cells,Lymph node - Inguinal lymph node,Spleen -lymphoid tissue,,,,,,,
Q01518,,F,F,T,F,Q01518,Adrenal gland,Blood*,Blood - Centroblasts and platelets*,"Blood - Eosinophil granulocyte,platelets (thrombocyte),neutrophil granulocyte,tumor specific CD8+ effector T-cells,and myeloid cells*",Bone - Trabecular bone tissue,Bone marrow,Bone marrow,Brain - Caudate nucleus*,Brain - Diencephalon*,Brain - Sural nerve - Schwann cells (cultured),Colon - Terminal ileum,Eye - Conjunctival mucosa cells*,Eye - Optic nerve head - Astrocytes*,Intestine - Small,Lung - Pulmonary (lung) myofibroblasts and pulmonary (lung) mucosa cells,Placenta*,Placenta,Spleen,Uterus,,,,,
Q01718,,F,F,T,F,Q01718,Adrenal gland*,Adrenal gland - Adrenal gland cortex*,Blood*,"Blood - Peripheral - natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD8+,CD4+*",Blood - Platelet,Brain - Cerebral artery,Brain - Frontal cortex*,Growth plate,Heart - Microvascular - Endothelial cells,Liver*,Lung,Lung - Microvascular - Endothelial cells*,Lung - Pulmonary microvessel endothelium cells,Muscle - Skeletal - Myotubes,Pancreas,Pharynx - nasopharynx*,Spleen,,,,,,,
Q01726,,F,F,T,F,Q01726,Astrocyte,Blood - Peripheral - B-lymphocytes*,"Brain - Diencephalon,cerebral cortex,cerebellum*","Colon - Ascending,sigmoid,terminal ileum,rectum*",Heart*,Heart - Subendocardial left ventricle,Lung - Epithelial cells,Muscle - Rectus abdominus muscle,Pituitary gland,Placenta - Basal plate (37-40 weeks),Placenta - Chorion villus*,Skeletal - Growth plate*,Small intestine,Stomach,Testis*,Testis*,Thyroid,,,,,,,
Q01726,,F,F,T,F,Q01726,Blood - Peripheral - B-lymphocytes *,Chorion villus,"Colon - Ascending,sigmoid,terminal ileum,and rectum*",Growth plate*,Heart*,Heart - Subendocardial left ventricle,Lung - Epithelial cells,Muscle - Rectus abdominus,Pituitary gland (hypophysis),Placenta*,Placenta - Basal plate (37-40 weeks),Stomach*,Testis*,Testis*,,,,,,,,,,
Q02223,,F,F,T,F,Q02223,Blood,Blood,Blood - Peripheral - natural killer (NK) lymphocytes*,Blood - Plasma cells*,Bone marrow*,Bone marrow - Plasma cells,Brain - Caudate nucleus*,Brain - Cerebellum,Colon,"Colon - Terminal ileum,ascending",Heart - Middle septum*,"Intestine - Rectum,colon polyp,ascending colon,ascending colonic mucosa,proximal colonic mucosa*",Lung,"Salivary gland - Labial salivary gland,minor salivary gland",Spleen*,Stomach,Testis*,Thyroid,Thyroid gland,,,,,
Q02643,,F,F,T,F,Q02643,"Blood - Erythroid progenitor,granulocyte",Bone marrow - Plasma cells,Brain - Cerebral artery,Brain - Pituitary,Brain - Pituitary,Brain - Pituitary,Brain - Pituitary,Coronary artery - Smooth muscle,GHRHR*,Heart - Endothelium*,Liver - Portal triad,"Lung - Microvascular endothelium,epithelial cells*",Umbilical cord - Blood CD3/CD4+ naïve T cells,,,,,,,,,,,
Q02763,,F,F,T,F,Q02763,Blood - Granulocytes,Blood - Peripheral - natural killer (NK) lymphocytes and T-lymphocytes - CD8+*,Colon,Colon - Terminal ileum and ascending,Heart,Heart,Heart - Left ventricle,Heart - Middle septum and subendocardial left ventricle*,Kidney,Kidney - Metanephric glomerulus*,Lung*,Lung - Microvascular - Endothelial cells,Lung - Pulmonary microvessel endothelium cells*,Lung - Visceral pleura*,Nose - nasopharynx*,Placenta,Placenta,Placenta - Basal plate (37-40 weeks),Spleen*,Thoracic mammary gland,Tooth -pulp - Dental pulp stem cells,,,
Q03167,,F,F,T,F,Q03167,"Adipose tissue - Subcutaneous abdominal adipose tissue (SAAT),abdominal adipose tissue*",Adrenal cortex,Adrenal medulla,Bladder,Blood - Peripheral -  CD4+ T-large granular lymphocyte,"Blood - Peripheral - T-lymphocytes - CD4+ and CD8+,lymphoblastoid cells*","Colon - Ascending,terminal ileum,sigmoid*",Connective tissue - Synovial fibroblasts,Female gonad*,Kidney,Kidney - Glomerulus*,Kidney - Metanephric glomerulus,Kidney - Metanephric glomerulus,Lung - Upper lobe,Ovary *,Placenta*,Placenta,Thorax - Thoracic mammary gland,Urinary bladder*,Urinary bladder - Stromal fibromuscular cells,Uterus,,,
Q03431,,F,F,T,F,Q03431,Adrenal gland,"Blood - T cells CD4+,lymphoblastoid cells,B cells*",Bone - Growth plate*,Bone marrow - Plasma cells,Brain - Cerebellum,Colon - Rectum,Heart,Kidney*,"Kidney - Metanephric glomerulus,nephron tubule*","Kidney - Renal tubulointerstitium,nephron,glomerulus,renal corten,renal medulla*",Liver*,Liver,Lung,Placenta,Placenta,Skeletal muscle - Rectus muscle,Sperm*,Spleen*,Thyroid - Epithelial cells,Urinary system,,,,
Q04771,,F,F,T,F,Q04771,"Blood - Peripheral - natural killer (NK) lymphocytes,platelets,lymphoblastoid cells,macrophages CD14+,B lymphocytes*","Blood - Platelet (thrombocyte),myeloid cells*",Colon,"Colon - Terminal ileum,ascending,sigmoid*",Eye - Trabecular meshwork cells,Female gonad,Female gonad,Heart,Kidney,Lung*,Lung - Pulmonary fibroblasts,Ovary,Skeletal muscle*,Skeletal muscle *,Skin - Fibroblasts,Synovial joint - Fibroblast,Thyroid*,Thyroid - Epithelial cells,Thyroid gland*,Umbilical cord - Mesenchymal stem cells,Uterine cervix,,,
Q04912,,F,F,T,F,Q04912,"Blood - Erythroid progenitors CD34+,peripheral - T-lymphocytes CD8+,natural killer (NK) lymphocytes,T-lymphocytes CD4+,B-lymphocytes,lymphoblastoid cells*",Bone marrow - Plasma cells,Colon,"Colon - Colonic mucosa,sigmoid*","Colon - Polyp,colonic epithelium cells (colonocyte)*",Colon - Rectum*,Eye - Conjunctival mucosa,Female gonad,Female gonad,"Intestine - Ileal epithelium cells,jejunum,duodenum*",Lung,Lung - Epithelial cells,Lung - Epithelium of bronchus,Placenta - Basal plate (37-40 weeks),Prostate gland,Pylorus - Antrum,Small intestine*,Stomach*,Testis*,Testis,,,,
Q05586,,F,F,T,F,Q05586,"Blood - Lymphoblastoid cells,natural killer (NK) lymphocytes,T-lymphocytes - CD8+*","Brain - Cerebral cortex,diencephalon,cerebellum*",Brain - Frontal,"Brain - Superior frontal gyrus,postcentral gyrus,pariental lobe,entorhinal cortex,Brodmann area 22,cerebral cortex,frontal lobe,hippocampus,prefrontal cortex*","Brain - Temporal lobe,frontal cortex,cerebellum,dorsolateral prefrontal cortex,prefrontal cortex,anterior cingulate cortex,caudate nucleus,superior frontal gyrus,nucleus accumbens,postcentral gyrus,putamen,entorhinal cortex,cerebral cortex,primary visual cortex,corpus callosum,amygdala,dorsal plus ventral thalamus,Ammon's horn,and ventral tegmental area*",Heart - Microvascular - Endothelial cells,Heart - Myocardium*,Liver,Lung - Microvascular - Endothelial cells*,Muscle - Skeletal - Myotubes,Parotid gland,Parotid gland,Pituitary gland,,,,,,,,,,,
Q07011,,F,F,T,F,Q07011,Blood*,Blood - Peripheral -  helper (CD4+ effector) T-cells,Blood - Peripheral - Monocyte derived macrophage*,"Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+ & CD4+,and lymphoblastoid cells*",Blood - Peripheral - Tumor derived CD8+ T-cells*,Bone marrow - Polymorphonuclear cells,Cartilage - Synovial fluid mononuclear cells,Colon - Rectum,Female gonad*,"Heart - Middle septum,subendocardial left ventricle,microvascular - Endothelial cells*",Lung - Microvascular - Endothelial cells,Oral cavity,Spleen*,Testis,Thyroid - Epithelial cells,Appendix - Vermiform,Appendix - Vermiform,,,,,,,
Q08334,,F,F,T,F,Q08334,Blood *,"Blood - neutrophil granulocyte,monocyte,myeloid leukocyte*",Bone marrow,Brain - Diencephalon,Colon,Colon - Rectum,Colon - Sigmoid*,Heart - Middle septum*,Intestine - Mucosal cells,Lung,Lung - Alveolar macrophage,Lung - Epithelium of bronchus,Ovary - Ovarian granulosa cells,Placenta*,Placenta,Placenta,Skin - Fibroblasts,Small intestine *,Small intestine - Ileum*,Spleen*,Thrombus derived leukocytes,,,
Q12879,,F,F,T,F,Q12879,Adipose tissue - Omental,"Blood - Lymphoblastoid cells,erythroid progenitors CD34+*",Brain - Ammon's horn*,Brain - Brodmann (1909) area 46*,Brain - Cerebellum,Brain - Cerebral cortex*,Brain - Diencephalon*,Brain - Dorsolateral prefrontal cortex*,Brain - Frontal cortex,Brain - Frontal cortex,Brain - Large stellate neuron (entorhinal cortex),Brain - Middle temporal gyrus,Brain - Prefrontal cortex,Brain - Pyramidal neuron*,"Brain - Superior frontal gyrus,frontal",Brain - Temporal lobe,"Colon - Terminal ileum,ascending,sigmoid*",Heart - Left ventricular free wall - Myocardial cells,Testis,,,,,
Q13224,,F,F,T,F,Q13224,"Blood - Peripheral - natural killer (NK) lymphocytes,T lymphocytes CD8+,T lymphocytes CD4+,B lymphocytes,T lymphocytes (naïve) CD3+CD4+CD8+-CD4+5RA+CD62L+*",Bone - Growth plate*,Brain - Ammon's horn,Brain - Amygdala,Brain - Brodmann (1909) area 23,Brain - Brodmann (1909) area 23,Brain - Cerebral cortex*,Brain - Diencephalon*,Brain - Frontal cortex*,Brain - Middle temporal gyrus,Brain - Primary visual cortex*,Brain - Putamen,Brain - Temporal lobe,Brain - Thalamus (dorsal thalamus),Epidermis - Epidermal keratinocyte*,Heart - Microvascular - Endothelial cells*,Lung - Epithelial cells,Lung - Microvascular - Endothelial cells,Thyroid - Epithelial cells,,,,,
Q13261,,F,F,T,F,Q13261,Adrenal gland*,Alimentary system cells,Blood - Peripheral - B-lymphocytes,"Bone marrow - Monocyte derived macrophage,plasma cells*",Breast - Left internal mammary artery,Colon*,Colon - Rectum,Heart,"Liver - Hepatocyte,hepatic mucosa cells*",Lung*,Lymph node*,Pancreas - Islet,Placenta,Placenta - Basal plate (37-40 weeks)*,Prostate gland,Prostate gland,Skin - Fibroblasts,Small intestine,Spleen,Stomach,Umbilical cord - Mast cells*,,,
Q13478,,F,F,T,F,Q13478,Adipose tissue - Omental,Blood - Eosinophil granulocytes*,Blood - Memory T cells CD4+,"Blood - NK cells,lymphoblastoid cells,B cells,T cells CD4+*",Central nervous system - Cerebrospinal fluid cells,Colon*,Fallopian tube*,Kidney - Metanephric glomerulus,Liver*,Liver,Lung *,Lung,Lymph node*,Nerve - Plasmacytoid dendritic cells*,Placenta,Placenta,Skin - Epidermal Langerhans cells,Skin - Fibroblasts,Small intestine,Spleen,Thyroid,,,
Q13651,,F,F,T,F,Q13651,Adrenal gland,Adrenal gland,Airway - Bronchial - Macrophages (alveolar),Blood*,Blood - Peripheral - CD4+ memory regulatory T-cells*,Blood - Peripheral - CD4+ memory T-cells,Blood - Peripheral - CD4+ naive regulatory T-cells*,"Blood - Peripheral - Lymphoblastoid cells,leukocytes,T-lymphocytes,platelets,and plasma cells",Bone marrow,Bone marrow - CD4+ T-cells,Bone marrow - Hematopoietic stem and progenitor cells - CD34+ and plasma cells,Colon,Liver,Lung*,Lymph node*,Placenta*,Spleen*,Spleen,Stomach,Synovial fluid mononuclear cells,Umbilical cord - Mast cells*,,,
Q13705,,F,F,T,F,Q13705,Adrenal gland,Blood - Erythroid progenitors - CD34+*,Blood - Peripheral - CD4+ naive T-cells,"Brain - Cerebellum,diencephalon,cerebral cortex*","Brain - Cerebral cortex,frontal cortex,cerebellum*","Colon - Terminal ileum,ascending,and sigmoid*",Embryo*,Eye - Pigmented layer of retina,Fetal retina*,Heart,"Heart - Middle septum,right atrial appendage and left ventricular free wall - Myocardial cells",Kidney - Metanephros,Kidney - Metanephros,Muscle - Skeletal muscle tissue,Placenta*,Placenta,Placenta - Basal plate (37-40 weeks),Testis*,Thymus gland - Thymocyte,,,,,
Q13797,,F,F,T,F,Q13797,Adrenal gland,Adrenal gland,Amniotic fluid,Blood - Lymphoblastoid cells*,"Bone marrow - Promyelocyte,hematopoietic stem cells",Colon - Ascending,Eye - Optic nerve head - Astrocytes*,Heart,Heart - Cardiomyocyte *,"Heart - Left ventricular free wall,right atrial appendage - Myocardial cells",Kidney - Metanephros,Liver - Portal triad*,Lung - Visceral pleura,Lung - Visceral pleura,Placenta - Basal plate (37-40 weeks),Spleen*,Testis*,Testis,Thyroid*,Thyroid*,,,,
Q13873,,F,F,T,F,Q13873,Adrenal gland,"Blood - Erythroid progenitors - CD34+,lymphoblastoid cells*","Blood vessel - Coronary artery - Endothelium cells,microvascular endothelium cells*",Bone - Osteoblast*,Brain*,"Brain -  dorsolateral prefrontal cortex,Brodmann (1909) area 46,frontal cortex,parietal lobe,cerebral cortex,caudate nucleus,metanephros*",Heart,"Heart - Middle septum,left ventricular free wall,right atrial appendage - Myocardial cells,microvascular - Endothelial cells",Kidney - Metanephros,Lung*,Lung - Fibroblast,"Lung - Upper lobe,visceral pleura,lower lobe,*",Nose - Nasal epithelium,Placenta,Placenta - Basal plate (37-40 weeks),Skin - Fibroblasts,Spinal cord - Dorsal root ganglion,Spinal cord - Dorsal root ganglion,Testis,Umbilical cord - Mast cells*,Umbillical cord - Umbilical vein endothelium cells,,,
Q14524,,F,F,T,F,Q14524,Adrenal tissue,Brain - Cerebral artery,Breast,Colon - Rectum,Colon - Transverse,Endocervix,Heart,Heart*,Heart,Heart - Left Ventricle,Heart - Microvascular endothelial cells,Lung - Epithelial cells,Muscle*,Periheral blood - B lymphocytes,Peripheral blood - Natural killer (NK) lymphocytes,Prostate,Spinal cord,,,,,,,
Q14626,,F,F,T,F,Q14626,Airway - Bronchial - Muscle cells,"Blood - Peripheral - natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD8+,CD4+*",Blood - Peripheral blood CD4+ stem cells memory T-cells,Brain -  cerebellum,Brain -  cerebellum,"Brain - Diencephalon,cerebellum",Chorion villus,Hair follicle keratinocyte*,Heart*,Heart*,Heart - Subendocardial left ventricle,"Intestine - Jejunum,ileal epithelium cells*",Kidney,Liver*,Liver and biliary system,Ovary,Small intestine,Thyroid*,Thyroid - Epithelial cells,Thyroid gland,Umbilical cord - Mast cells*,,,
Q14832,,F,F,T,F,Q14832,"Blood - Peripheral - natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD8+ & CD4+,and erythroid progenitor - CD34+*",Brain - Associative striatum*,Brain - Brodmann area 46*,Brain - Brodmann area 46,Brain - Caudate nucleus,Brain - Caudate nucleus,Brain - Caudate nucleus *,Brain - Cerebellum,Brain - Cerebral cortex*,Brain - Cerebral white matter,Brain - Corpus callosum - Genu*,Brain - Diencephalon*,Brain - Frontal cortex,Brain - Frontal lobe,Brain - nucleus accumbens,Brain - Putamen,Brain - Temporal lobe,Brain - Temporal lobe,Breast - Stromal cells,Skin - Fibroblast*,Thyroid,,,
Q14957,,F,F,T,F,Q14957,"Blood - CD8+ cells,NK cells,B cells*",Bone Marrow,Brain - Ammon's horn*,"Brain - Cerebellum,medulla oblongata,nucleus accumbens,hippocampus,parietal lobe,prefrontal cortex,locus coeruleus,cerebral meninges","Brain - Cerebellum,metencephalon,hindbrain,superior frontal gyrus,entorhinal cortex,postcentral gyrus,parietal lobe,amygdala","Brain - Cerebellum,temporal lobe,cerebellar vermis,frontal cortex,post central gyrus,entorhinal cortex,superior frontal gyrus,amygdala,parietal lobe,cerebral cortex,caudate nucleus,occipital lobe","Brain - Cerebellum,temporal lobe,cerebellar vermis,frontal cortex,post central gyrus,entorhinal cortex,superior frontal gyrus,amygdala,parietal lobe,cerebral cortex,caudate nucleus,occipital lobe",Brain - Frontal,Brodmann area 10,Brodmann area 9*,Eye,Heart - Endothelium*,Heart - R atrial appendage,Lung - Microvascular endothelium,Muscle - Skeletal myotubules,Nerve - Tibial*,Parotid,Testis*,Thyroid,,,,,
Q14994,,F,F,T,F,Q14994,Adult mammalian kidney*,Blood - Lymphoblastoid cells*,Blood - Peripheral (natural killer (NK) lymphocytes),Heart,Heart,Heart,Kidney*,Kidney - Renal tubulointerstitium*,Liver*,Liver*,Liver and biliary system including the portal triads*,Lung - Epithelial cells,Placenta*,Small intestine - Jejunum and ileum,Thyroid,Urinary system,,,,,,,,
